,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
425,Joe Pytka,Bill Murray,Wayne Knight,Michael Jordan,Adventure Animation Comedy Family Fantasy Sci-Fi Sport,space jam,Bill Murray Wayne Knight Michael Jordan Joe Pytka Adventure Animation Comedy Family Fantasy Sci-Fi Sport
426,Shawn Levy,Roger Rees,Henry Czerny,William Abadie,Adventure Comedy Crime Family Mystery,the pink panther,Roger Rees Henry Czerny William Abadie Shawn Levy Adventure Comedy Crime Family Mystery
427,Richard Donner,Julia Roberts,Alex McArthur,Michael Potts,Action Crime Mystery Romance Thriller,conspiracy theory,Julia Roberts Alex McArthur Michael Potts Richard Donner Action Crime Mystery Romance Thriller
428,David Ayer,Brad Pitt,Logan Lerman,Jim Parrack,Action Drama War,fury,Brad Pitt Logan Lerman Jim Parrack David Ayer Action Drama War
429,Ivan Reitman,Harrison Ford,Anne Heche,Amy Sedaris,Action Adventure Comedy Romance,six days seven nights,Harrison Ford Anne Heche Amy Sedaris Ivan Reitman Action Adventure Comedy Romance
430,Eric Brevig,Justin Timberlake,Tom Cavanagh,Josh Robert Thompson,Adventure Animation Comedy Family,yogi bear,Justin Timberlake Tom Cavanagh Josh Robert Thompson Eric Brevig Adventure Animation Comedy Family
431,Kelly Asbury,Matt Damon,Charles Napier,Zahn McClarnon,Adventure Animation Family Western,spirit: stallion of the cimarron,Matt Damon Charles Napier Zahn McClarnon Kelly Asbury Adventure Animation Family Western
432,Frank Coraci,Rosario Dawson,Leslie Bibb,Nicholas Turturro,Comedy Family Romance,zookeeper,Rosario Dawson Leslie Bibb Nicholas Turturro Frank Coraci Comedy Family Romance
433,Stephen Hopkins,Gary Oldman,William Hurt,June Lockhart,Action Adventure Family Sci-Fi Thriller,lost in space,Gary Oldman William Hurt June Lockhart Stephen Hopkins Action Adventure Family Sci-Fi Thriller
434,Jonathan Demme,Denzel Washington,Dorian Missick,Jose Pablo Cantillo,Drama Mystery Sci-Fi Thriller,the manchurian candidate,Denzel Washington Dorian Missick Jose Pablo Cantillo Jonathan Demme Drama Mystery Sci-Fi Thriller
435,Henry Jaglom,Vanessa Redgrave,Stephen Dillane,Michael Brandon,Drama Romance,déjà vu,Vanessa Redgrave Stephen Dillane Michael Brandon Henry Jaglom Drama Romance
436,Genndy Tartakovsky,Steve Buscemi,Adam Sandler,Fran Drescher,Animation Comedy Family Fantasy,hotel transylvania 2,Steve Buscemi Adam Sandler Fran Drescher Genndy Tartakovsky Animation Comedy Family Fantasy
437,unknown,Elizabeth Montgomery,Agnes Moorehead,Dick York,Comedy Family Fantasy,bewitched            ,Elizabeth Montgomery Agnes Moorehead Dick York unknown Comedy Family Fantasy
438,James Algar,Quincy Jones,Penn Jillette,Russi Taylor,Animation Family Fantasy Music,fantasia 2000,Quincy Jones Penn Jillette Russi Taylor James Algar Animation Family Fantasy Music
439,Simon Wells,Mark Addy,Alan Young,Josh Stamberg,Action Adventure Sci-Fi,the time machine,Mark Addy Alan Young Josh Stamberg Simon Wells Action Adventure Sci-Fi
440,Ron Underwood,Charlize Theron,Mika Boorem,David Paymer,Action Adventure Family Fantasy Thriller,mighty joe young,Charlize Theron Mika Boorem David Paymer Ron Underwood Action Adventure Family Fantasy Thriller
441,Dominic Sena,Hugh Jackman,Don Cheadle,Sam Shepard,Action Crime Thriller,swordfish,Hugh Jackman Don Cheadle Sam Shepard Dominic Sena Action Crime Thriller
442,Martin Campbell,Michael Emerson,Nick Chinlund,Adrian Alonso,Action Adventure Western,the legend of zorro,Michael Emerson Nick Chinlund Adrian Alonso Martin Campbell Action Adventure Western
443,Vincent Ward,Robin Williams,Annabella Sciorra,Rosalind Chao,Drama Fantasy Romance,what dreams may come,Robin Williams Annabella Sciorra Rosalind Chao Vincent Ward Drama Fantasy Romance
444,Steven Brill,Adam Sandler,Jon Lovitz,Michael McKean,Comedy Fantasy,little nicky,Adam Sandler Jon Lovitz Michael McKean Steven Brill Comedy Fantasy
445,Terry Gilliam,Matt Damon,Heath Ledger,Mackenzie Crook,Action Adventure Comedy Fantasy Thriller,the brothers grimm,Matt Damon Heath Ledger Mackenzie Crook Terry Gilliam Action Adventure Comedy Fantasy Thriller
446,Tim Burton,Natalie Portman,Martin Short,Lukas Haas,Action Comedy Sci-Fi,mars attacks!,Natalie Portman Martin Short Lukas Haas Tim Burton Action Comedy Sci-Fi
447,Lucile Hadzihalilovic,Nissim Renard,Roxane Duran,Julie-Marie Parmentier,Drama Horror Mystery Sci-Fi,evolution,Nissim Renard Roxane Duran Julie-Marie Parmentier Lucile Hadzihalilovic Drama Horror Mystery Sci-Fi
448,Lee Tamahori,Anthony Hopkins,Harold Perrineau,Bart the Bear,Action Adventure Drama Thriller,the edge,Anthony Hopkins Harold Perrineau Bart the Bear Lee Tamahori Action Adventure Drama Thriller
449,Jonathan Mostow,Bruce Willis,Devin Ratray,Boris Kodjoe,Action Sci-Fi Thriller,surrogates,Bruce Willis Devin Ratray Boris Kodjoe Jonathan Mostow Action Sci-Fi Thriller
450,Roger Donaldson,Bruce Greenwood,Jon Foster,Bruce Thomas,Drama History Thriller,thirteen days,Bruce Greenwood Jon Foster Bruce Thomas Roger Donaldson Drama History Thriller
451,Rob Cohen,Sylvester Stallone,Viggo Mortensen,Amy Brenneman,Action Adventure Drama Thriller,daylight,Sylvester Stallone Viggo Mortensen Amy Brenneman Rob Cohen Action Adventure Drama Thriller
452,Barry Cook,Charlie Rowe,Tiya Sircar,Madison Rothschild,Adventure Animation Family,walking with dinosaurs 3d,Charlie Rowe Tiya Sircar Madison Rothschild Barry Cook Adventure Animation Family
453,Roger Christian,Richard Tyson,Michael Byrne,John Topor,Action Adventure Sci-Fi,battlefield earth,Richard Tyson Michael Byrne John Topor Roger Christian Action Adventure Sci-Fi
454,Joe Dante,Brendan Fraser,Jenna Elfman,Heather Locklear,Adventure Animation Comedy Family Fantasy Sci-Fi,looney tunes: back in action,Brendan Fraser Jenna Elfman Heather Locklear Joe Dante Adventure Animation Comedy Family Fantasy Sci-Fi
455,Rob Marshall,Fergie,Elio Germano,Andrea Di Stefano,Drama Musical Romance,nine,Fergie Elio Germano Andrea Di Stefano Rob Marshall Drama Musical Romance
456,Richard Donner,Paul Walker,Gerard Butler,Ethan Embry,Action Adventure Sci-Fi,timeline,Paul Walker Gerard Butler Ethan Embry Richard Donner Action Adventure Sci-Fi
457,Kevin Costner,Olivia Williams,Brian Anthony Wilson,Larenz Tate,Action Adventure Drama Sci-Fi,the postman,Olivia Williams Brian Anthony Wilson Larenz Tate Kevin Costner Action Adventure Drama Sci-Fi
458,George Miller,Adam Goldberg,Elizabeth Daily,Glenne Headly,Adventure Comedy Drama Family Fantasy,babe: pig in the city,Adam Goldberg Elizabeth Daily Glenne Headly George Miller Adventure Comedy Drama Family Fantasy
459,Breck Eisner,Vin Diesel,Joseph Gilgun,Lotte Verbeek,Action Adventure Fantasy,the last witch hunter,Vin Diesel Joseph Gilgun Lotte Verbeek Breck Eisner Action Adventure Fantasy
460,Antony Hoffman,Bob Neill,Val Kilmer,Tom Sizemore,Action Sci-Fi Thriller,red planet,Bob Neill Val Kilmer Tom Sizemore Antony Hoffman Action Sci-Fi Thriller
461,Luc Besson,Mia Farrow,Adam LeFevre,Penny Balfour,Adventure Animation Family Fantasy,arthur and the invisibles,Mia Farrow Adam LeFevre Penny Balfour Luc Besson Adventure Animation Family Fantasy
462,Jacques Perrin,Pedro Armendáriz Jr.,Jacques Perrin,Rie Miyazawa,Documentary Drama,oceans,Pedro Armendáriz Jr. Jacques Perrin Rie Miyazawa Jacques Perrin Documentary Drama
463,Peter Hyams,David Oyelowo,Catherine McCormack,Jemima Rooper,Action Adventure Horror Sci-Fi Thriller,a sound of thunder,David Oyelowo Catherine McCormack Jemima Rooper Peter Hyams Action Adventure Horror Sci-Fi Thriller
464,Paul W.S. Anderson,Sasha Roiz,Currie Graham,Dylan Schombing,Action Adventure Drama History Romance,pompeii,Sasha Roiz Currie Graham Dylan Schombing Paul W.S. Anderson Action Adventure Drama History Romance
465,Andrés Couturier,Sariann Monaco,David Hoffman,Ben Diskin,Animation Family,top cat begins,Sariann Monaco David Hoffman Ben Diskin Andrés Couturier Animation Family
466,Ron Howard,Adam Goldberg,Austin Pendleton,Judd Hirsch,Biography Drama,a beautiful mind,Adam Goldberg Austin Pendleton Judd Hirsch Ron Howard Biography Drama
467,Roger Allers,Matthew Broderick,Nathan Lane,Niketa Calame,Adventure Animation Drama Family Musical,the lion king,Matthew Broderick Nathan Lane Niketa Calame Roger Allers Adventure Animation Drama Family Musical
468,Brad Peyton,Josh Hutcherson,Dwayne Johnson,Kristin Davis,Action Adventure Comedy Family Fantasy Sci-Fi,journey 2: the mysterious island,Josh Hutcherson Dwayne Johnson Kristin Davis Brad Peyton Action Adventure Comedy Family Fantasy Sci-Fi
469,Cody Cameron,Will Forte,Khamani Griffin,Melissa Sturm,Animation Comedy Family Fantasy Sci-Fi,cloudy with a chance of meatballs 2,Will Forte Khamani Griffin Melissa Sturm Cody Cameron Animation Comedy Family Fantasy Sci-Fi
470,Brett Ratner,Philip Seymour Hoffman,Anthony Hopkins,Emily Watson,Crime Drama Thriller,red dragon,Philip Seymour Hoffman Anthony Hopkins Emily Watson Brett Ratner Crime Drama Thriller
471,Joe Johnston,J.K. Simmons,Viggo Mortensen,Peter Mensah,Action Adventure Western,hidalgo,J.K. Simmons Viggo Mortensen Peter Mensah Joe Johnston Action Adventure Western
472,Dennis Dugan,Al Pacino,Adam Sandler,Tim Meadows,Comedy,jack and jill,Al Pacino Adam Sandler Tim Meadows Dennis Dugan Comedy
473,John Singleton,Paul Walker,Cole Hauser,Mo Gallini,Action Crime Thriller,2 fast 2 furious,Paul Walker Cole Hauser Mo Gallini John Singleton Action Crime Thriller
474,Mark Osborne,Jeff Bridges,James Franco,Mackenzie Foy,Adventure Animation Drama Family Fantasy,the little prince,Jeff Bridges James Franco Mackenzie Foy Mark Osborne Adventure Animation Drama Family Fantasy
475,Oliver Hirschbiegel,Roger Rees,Veronica Cartwright,Jeremy Northam,Sci-Fi Thriller,the invasion,Roger Rees Veronica Cartwright Jeremy Northam Oliver Hirschbiegel Sci-Fi Thriller
476,Des McAnuff,Robert De Niro,Janeane Garofalo,Jonathan Winters,Adventure Animation Comedy Family Fantasy,the adventures of rocky & bullwinkle,Robert De Niro Janeane Garofalo Jonathan Winters Des McAnuff Adventure Animation Comedy Family Fantasy
477,Yarrow Cheney,Steve Coogan,Eric Stonestreet,Albert Brooks,Animation Comedy Family,the secret life of pets,Steve Coogan Eric Stonestreet Albert Brooks Yarrow Cheney Animation Comedy Family
478,Stephen Norrington,Jason Flemyng,Max Ryan,Tony Curran,Action Adventure Fantasy Sci-Fi,the league of extraordinary gentlemen,Jason Flemyng Max Ryan Tony Curran Stephen Norrington Action Adventure Fantasy Sci-Fi
479,Pierre Coffin,Steve Carell,Miranda Cosgrove,Steve Coogan,Animation Comedy Family Sci-Fi,despicable me 2,Steve Carell Miranda Cosgrove Steve Coogan Pierre Coffin Animation Comedy Family Sci-Fi
480,Roland Emmerich,Will Smith,Adam Baldwin,Mary McDonnell,Action Adventure Sci-Fi,independence day,Will Smith Adam Baldwin Mary McDonnell Roland Emmerich Action Adventure Sci-Fi
481,Steven Spielberg,Ariana Richards,Richard Schiff,Vanessa Lee Chester,Action Adventure Sci-Fi,the lost world: jurassic park,Ariana Richards Richard Schiff Vanessa Lee Chester Steven Spielberg Action Adventure Sci-Fi
482,Eric Darnell,Jada Pinkett Smith,Cedric the Entertainer,Andy Richter,Adventure Animation Comedy Family,madagascar,Jada Pinkett Smith Cedric the Entertainer Andy Richter Eric Darnell Adventure Animation Comedy Family
483,Alfonso Cuarón,Charlie Hunnam,Danny Huston,Rita Davies,Drama Sci-Fi Thriller,children of men,Charlie Hunnam Danny Huston Rita Davies Alfonso Cuarón Drama Sci-Fi Thriller
484,Bryan Singer,Hugh Jackman,Tyler Mane,Bruce Davison,Action Adventure Sci-Fi,x-men,Hugh Jackman Tyler Mane Bruce Davison Bryan Singer Action Adventure Sci-Fi
485,Timur Bekmambetov,Angelina Jolie Pitt,Morgan Freeman,Common,Action Crime Fantasy Thriller,wanted,Angelina Jolie Pitt Morgan Freeman Common Timur Bekmambetov Action Crime Fantasy Thriller
486,Michael Bay,Nicolas Cage,Michael Biehn,Bokeem Woodbine,Action Adventure Thriller,the rock,Nicolas Cage Michael Biehn Bokeem Woodbine Michael Bay Action Adventure Thriller
487,Carlos Saldanha,Denis Leary,Ray Romano,Jay Leno,Action Adventure Animation Comedy Family Fantasy,ice age: the meltdown,Denis Leary Ray Romano Jay Leno Carlos Saldanha Action Adventure Animation Comedy Family Fantasy
488,Peter Segal,Adam Sandler,Peter Dante,Allen Covert,Comedy Romance,50 first dates,Adam Sandler Peter Dante Allen Covert Peter Segal Comedy Romance
489,Adam Shankman,Jerry Stiller,Elijah Kelley,Paul Dooley,Comedy Drama Family Music Musical Romance,hairspray,Jerry Stiller Elijah Kelley Paul Dooley Adam Shankman Comedy Drama Family Music Musical Romance
490,Renny Harlin,James D'Arcy,Alan Ford,Izabella Scorupco,Horror Mystery Thriller,exorcist: the beginning,James D'Arcy Alan Ford Izabella Scorupco Renny Harlin Horror Mystery Thriller
491,David Kellogg,Matthew Broderick,Rene Auberjonois,Rupert Everett,Action Adventure Comedy Family Sci-Fi,inspector gadget,Matthew Broderick Rene Auberjonois Rupert Everett David Kellogg Action Adventure Comedy Family Sci-Fi
492,Louis Leterrier,Morgan Freeman,Common,Michael Kelly,Crime Mystery Thriller,now you see me,Morgan Freeman Common Michael Kelly Louis Leterrier Crime Mystery Thriller
493,Dennis Dugan,Steve Buscemi,Adam Sandler,Salma Hayek,Comedy,grown ups,Steve Buscemi Adam Sandler Salma Hayek Dennis Dugan Comedy
494,Steven Spielberg,Tom Hanks,Chi McBride,Barry Shabaka Henley,Comedy Drama,the terminal,Tom Hanks Chi McBride Barry Shabaka Henley Steven Spielberg Comedy Drama
495,unknown,Harold Perrineau,Matt Ryan,Charles Halford,Drama Fantasy Horror Thriller,constantine            ,Harold Perrineau Matt Ryan Charles Halford unknown Drama Fantasy Horror Thriller
496,Thor Freudenthal,Don Cheadle,Kevin Dillon,Yvette Nicole Brown,Comedy Family,hotel for dogs,Don Cheadle Kevin Dillon Yvette Nicole Brown Thor Freudenthal Comedy Family
497,Martin Campbell,Nicholas Lea,Scott Glenn,Ben Mendelsohn,Action Adventure Drama Thriller,vertical limit,Nicholas Lea Scott Glenn Ben Mendelsohn Martin Campbell Action Adventure Drama Thriller
498,Mike Nichols,Philip Seymour Hoffman,Tom Hanks,Jud Tylor,Biography Comedy Drama History,charlie wilson's war,Philip Seymour Hoffman Tom Hanks Jud Tylor Mike Nichols Biography Comedy Drama History
499,Bibo Bergeron,Robert De Niro,Martin Scorsese,Angelina Jolie Pitt,Adventure Animation Comedy Family,shark tale,Robert De Niro Martin Scorsese Angelina Jolie Pitt Bibo Bergeron Adventure Animation Comedy Family
500,Bill Condon,Loretta Devine,Jennifer Hudson,Anika Noni Rose,Drama Music Musical,dreamgirls,Loretta Devine Jennifer Hudson Anika Noni Rose Bill Condon Drama Music Musical
501,unknown,Adam Arkin,Brent Sexton,Damian Lewis,Crime Drama Mystery,life            ,Adam Arkin Brent Sexton Damian Lewis unknown Crime Drama Mystery
502,F. Gary Gray,Dwayne Johnson,Christina Milian,Debi Mazar,Comedy Crime Music,be cool,Dwayne Johnson Christina Milian Debi Mazar F. Gary Gray Comedy Crime Music
503,Steven Spielberg,Ayelet Zurer,Moritz Bleibtreu,Mathieu Amalric,Drama History Thriller,munich,Ayelet Zurer Moritz Bleibtreu Mathieu Amalric Steven Spielberg Drama History Thriller
504,Antoine Fuqua,Bruce Willis,Tom Skerritt,Cole Hauser,Action Drama Thriller War,tears of the sun,Bruce Willis Tom Skerritt Cole Hauser Antoine Fuqua Action Drama Thriller War
505,Robert Luketic,Tom Selleck,Lisa Ann Walter,Catherine O'Hara,Action Comedy Romance Thriller,killers,Tom Selleck Lisa Ann Walter Catherine O'Hara Robert Luketic Action Comedy Romance Thriller
506,Guy Ritchie,Henry Cavill,Elizabeth Debicki,Christian Berkel,Action Adventure Comedy,the man from u.n.c.l.e.,Henry Cavill Elizabeth Debicki Christian Berkel Guy Ritchie Action Adventure Comedy
507,James L. Brooks,Adam Sandler,Paz Vega,Sarah Steele,Comedy Drama Romance,spanglish,Adam Sandler Paz Vega Sarah Steele James L. Brooks Comedy Drama Romance
508,Gil Kenan,Steve Buscemi,Jon Heder,Catherine O'Hara,Animation Comedy Family Fantasy Mystery,monster house,Steve Buscemi Jon Heder Catherine O'Hara Gil Kenan Animation Comedy Family Fantasy Mystery
509,Barry Levinson,Bruce Willis,Brían F. O'Byrne,Azura Skye,Comedy Crime Drama Romance,bandits,Bruce Willis Brían F. O'Byrne Azura Skye Barry Levinson Comedy Crime Drama Romance
510,Jerry Zucker,Julia Ormond,Ben Cross,John Gielgud,Action Adventure Romance Thriller,first knight,Julia Ormond Ben Cross John Gielgud Jerry Zucker Action Adventure Romance Thriller
511,Andy Tennant,Bai Ling,Geoffrey Palmer,Randall Duk Kim,Drama History Romance,anna and the king,Bai Ling Geoffrey Palmer Randall Duk Kim Andy Tennant Drama History Romance
512,Tarsem Singh,Henry Cavill,Daniel Sharman,Steve Byers,Action Drama Fantasy Romance,immortals,Henry Cavill Daniel Sharman Steve Byers Tarsem Singh Action Drama Fantasy Romance
513,Florent-Emilio Siri,Jimmy Bennett,Bruce Willis,Ransford Doherty,Action Crime Drama Mystery Thriller,hostage,Jimmy Bennett Bruce Willis Ransford Doherty Florent-Emilio Siri Action Crime Drama Mystery Thriller
514,Don Bluth,Matt Damon,Janeane Garofalo,Nathan Lane,Action Adventure Animation Family Sci-Fi,titan a.e.,Matt Damon Janeane Garofalo Nathan Lane Don Bluth Action Adventure Animation Family Sci-Fi
515,Ron Shelton,Harrison Ford,Bruce Greenwood,Lena Olin,Action Comedy Crime Thriller,hollywood homicide,Harrison Ford Bruce Greenwood Lena Olin Ron Shelton Action Comedy Crime Thriller
516,Paul W.S. Anderson,Connie Nielsen,Sean Pertwee,Jason Scott Lee,Action Drama Sci-Fi,soldier,Connie Nielsen Sean Pertwee Jason Scott Lee Paul W.S. Anderson Action Drama Sci-Fi
517,David Pastor,Christopher Meloni,Kiernan Shipka,Lou Taylor Pucci,Drama Horror Sci-Fi Thriller,carriers,Christopher Meloni Kiernan Shipka Lou Taylor Pucci David Pastor Drama Horror Sci-Fi Thriller
518,Henry Selick,Brendan Fraser,Bridget Fonda,Megan Mullally,Animation Comedy Fantasy,monkeybone,Brendan Fraser Bridget Fonda Megan Mullally Henry Selick Animation Comedy Fantasy
519,John Moore,Dennis Quaid,Tony Curran,Miranda Otto,Action Adventure Drama Thriller,flight of the phoenix,Dennis Quaid Tony Curran Miranda Otto John Moore Action Adventure Drama Thriller
520,M. Night Shyamalan,Robin Wright,Bruce Willis,Michael Kelly,Drama Mystery Sci-Fi Thriller,unbreakable,Robin Wright Bruce Willis Michael Kelly M. Night Shyamalan Drama Mystery Sci-Fi Thriller
521,Kyle Balda,Steve Carell,Jon Hamm,Steve Coogan,Action Animation Comedy Family Sci-Fi,minions,Steve Carell Jon Hamm Steve Coogan Kyle Balda Action Animation Comedy Family Sci-Fi
522,Zack Snyder,Jon Hamm,Abbie Cornish,Scott Glenn,Action Fantasy,sucker punch,Jon Hamm Abbie Cornish Scott Glenn Zack Snyder Action Fantasy
523,Brian De Palma,Nicolas Cage,Mike Starr,John Heard,Crime Mystery Thriller,snake eyes,Nicolas Cage Mike Starr John Heard Brian De Palma Crime Mystery Thriller
524,Barry Levinson,Peter Coyote,James Pickens Jr.,Huey Lewis,Drama Mystery Sci-Fi Thriller,sphere,Peter Coyote James Pickens Jr. Huey Lewis Barry Levinson Drama Mystery Sci-Fi Thriller
